tag,event_type,event_site,event_date,event_release_site,event_release_date,mark_date,cth_count
3DD.003E215D91,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D92,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D93,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D94,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D95,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D96,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D97,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D98,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D99,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9A,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9B,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9C,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9D,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9E,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215D9F,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA0,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA1,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA2,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA3,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA4,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA5,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA6,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA7,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA8,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DA9,Mark,WELH - Wells Hatchery,8/4/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/5/2022,8/4/2022,1
3DD.003E215DAA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DAB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DAC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DAD,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DAE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DAF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB0,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB1,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB2,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB3,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB4,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB5,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB6,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB7,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB8,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DB9,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DBA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DBB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DBC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DBE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DBF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC0,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC1,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC2,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC4,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC5,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC6,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC7,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC8,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DC9,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCD,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DCF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD0,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD1,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD2,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD3,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD4,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD5,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD6,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD7,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD8,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DD9,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDD,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DDF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE0,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE1,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE2,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE3,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE4,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE5,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE6,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE7,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE8,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DE9,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DEA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DEB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DEC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DED,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DEE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DEF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF0,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF1,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF3,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF4,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF5,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF6,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF7,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF8,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DF9,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFA,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFB,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFC,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFD,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFE,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215DFF,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E00,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E01,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E02,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E03,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E04,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E05,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E06,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E07,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E08,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E09,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E0A,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E0B,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E0C,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E0D,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E72,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E73,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E74,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E75,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E76,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E77,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E78,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E79,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E7A,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E7B,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E7C,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E7D,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E7E,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E7F,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E80,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E81,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E82,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E83,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E84,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E85,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E86,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E87,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E88,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E89,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E8A,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E8B,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E8C,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E8D,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
3DD.003E215E8E,Mark,WELH - Wells Hatchery,8/18/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/19/2022,8/18/2022,1
3DD.003E215E8F,Mark,WELH - Wells Hatchery,8/11/2022,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/12/2022,8/11/2022,1
