tag_code,release_site,release_date,release_year,release_lat,release_lon
3DD.0078E1395A,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1395B,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1395C,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1395D,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1395E,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1395F,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E13960,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13961,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13962,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13963,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13964,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13965,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13966,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13967,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13968,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13969,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1396A,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1396B,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1396C,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E1396D,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E1396E,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E1396F,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13970,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13971,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13972,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13973,Starr Boat Launch,8/29/2024,2024,47.983552,-119.887492
3DD.0078E13974,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13975,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13976,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E13977,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13978,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13979,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1397A,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1397B,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E1397C,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1397D,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1397E,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1397F,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E13980,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13981,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13982,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13983,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13984,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13985,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13986,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13987,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13988,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13989,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398A,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398B,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398C,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398D,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398E,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1398F,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13990,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13991,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13992,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13993,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13994,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13995,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13996,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13997,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13998,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E13999,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1399A,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1399B,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1399C,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E1399D,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E1399E,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E1399F,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A0,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A1,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A2,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A3,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A4,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A5,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A6,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A7,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A8,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139A9,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E139AA,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139AB,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139AC,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139AD,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E139AE,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139AF,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B0,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B1,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B2,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B3,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B4,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B5,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B6,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B7,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B8,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139B9,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139BA,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E139BB,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139BC,Starr Boat Launch,8/27/2024,2024,47.983552,-119.887492
3DD.0078E139BD,Starr Boat Launch,8/28/2024,2024,47.983552,-119.887492
3DD.0078E139BE,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139BF,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C0,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C1,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C2,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C3,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C4,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C5,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C6,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C7,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C8,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139C9,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CA,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CB,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CC,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CD,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CE,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139CF,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D0,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D1,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D2,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D3,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D4,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D5,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D6,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D7,Starr Boat Launch,8/22/2024,2024,47.983552,-119.887492
3DD.0078E139D8,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139D9,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139DA,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139DB,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139DC,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139DD,Omak Creek,8/1/2024,2024,48.353831,-119.288554
3DD.0078E139DE,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139DF,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E0,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E1,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E2,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E3,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E4,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E5,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E6,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E7,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E8,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139E9,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139EA,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139EB,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139EC,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139ED,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139EE,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139EF,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F0,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F1,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E139F2,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F3,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F4,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F5,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F6,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F7,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F8,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139F9,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FA,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FB,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FC,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FD,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FE,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E139FF,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A00,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A01,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A02,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A03,Omak Creek,8/1/2024,2024,48.353831,-119.288554
3DD.0078E13A04,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A05,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A06,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A07,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A08,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A09,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0A,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0B,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0C,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0D,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0E,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A0F,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A10,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A11,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A12,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A13,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A14,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A15,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A16,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A17,Omak Creek,8/1/2024,2024,48.353831,-119.288554
3DD.0078E13A18,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A19,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1A,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1B,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1C,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1D,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1E,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A1F,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A20,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A21,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A22,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A23,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A24,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A25,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A26,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A27,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A28,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A29,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A2A,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A2B,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A2C,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A2D,Omak Creek,8/1/2024,2024,48.353831,-119.288554
3DD.0078E13A2E,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A2F,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A30,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A31,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A32,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A33,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A34,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A35,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A36,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A37,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A38,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A39,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A3A,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13A3B,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13B68,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B69,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13B6A,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B6B,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B6C,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B6D,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B6E,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B6F,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B70,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B71,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B72,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B73,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B74,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B75,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B76,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B77,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B78,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B79,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B7A,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B7B,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B7C,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B7D,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B7E,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B7F,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B80,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B81,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B82,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B83,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B84,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B85,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B86,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B87,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B88,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B89,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B8A,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B8B,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B8C,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B8D,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B8E,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B8F,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B90,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B91,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B92,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B93,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B94,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B95,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B96,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B97,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B98,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B99,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B9A,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B9B,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B9C,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13B9D,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B9E,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13B9F,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA0,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA1,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BA2,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BA3,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BA4,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA5,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA6,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA8,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BA9,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BAA,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BAB,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BAC,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BAD,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BAE,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BAF,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB0,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB1,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BB2,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB3,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BB4,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB5,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB6,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BB7,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB8,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BB9,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BBA,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BBB,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BBC,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BBD,Starr Boat Launch,8/15/2024,2024,47.983552,-119.887492
3DD.0078E13BBE,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BBF,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC0,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC1,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC2,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC3,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC4,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC5,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC6,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BC7,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC8,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BC9,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BCA,Starr Boat Launch,8/14/2024,2024,47.983552,-119.887492
3DD.0078E13BCB,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BCC,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BCD,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BCE,Starr Boat Launch,8/1/2024,2024,47.983552,-119.887492
3DD.0078E13BCF,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BD0,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
3DD.0078E13BD1,Starr Boat Launch,8/8/2024,2024,47.983552,-119.887492
